document_id,keyword1,score1,keyword2,score2,keyword3,score3,keyword4,score4,keyword5,score5,keyword6,score6,keyword7,score7,keyword8,score8,keyword9,score9,keyword10,score10
CTX195300336,flurnamel m,4.0,nach att,4.0,nach stoff,4.0,dunkelgrauer grobgeschlän,4.0,/44 b,4.0,nach art,4.0,unregelmäigen einkerbungen,4.0,auen braun,4.0,innen schwarz,4.0,mmlung henke,4.0
CTX195300341,nach art,4.0,bandkeramik randscherben,4.0,nach stoff,4.0,44/52 nr,4.0,ganz erhalten,4.0,snhaltsverzeidyyis nr,4.0,steinzeit matéria,4.0,ayaues gestein,4.0,nacken halbfertig,4.0,berfläche geglättet,4.0
CTX195300405,státní majetek,4.0,-0 c,4.0,•c ti,4.0,soudní okres,4.0,druh nálezu,4.0,vědérko miniat,4.0,zlomky dalších,4.0,ak# é-,4.0,• ýoh,4.0,dva ko,4.0
CTX195300529,aussig gemarkung,4.0,praskowitz lir,4.0,leitmeritz mn,4.0,rac art,4.0,nac stoff,4.0,bee dker,4.0,gut geschlämmt,4.0,he llgrau,4.0,186/3% r/0316,4.0,reg,1.0
CTX195300530,nac art,4.0,geglätteter innenfläche,4.0,' 2taterial,4.0,nac stoff,4.0,430/3 gemarlung,4.0,rac art,4.0,auen geglättet,4.0,nac etoff,4.0,188/39 r,4.0,rac krt,4.0
CTX195300547,44%4 reg,4.0,deutsch-gabel gemarkung,4.0,3754/13,1.0,,,,,,,,,,,,,,
CTX195300554,g kreis,4.0,deutsch-gabel gemarkung,4.0,reg,1.0,kleingriin,1.0,,,,,,,,,,,,
CTX195300575,h gemeinde,4.0,kre,1.0,-bez,1.0,blatt,1.0,lfd,1.0,3b—ww,1.0,koie,1.0,m4w6 2,1.0,1044 cu,1.0,cwts,1.0
CTX195300591,g kreis,4.0,deutsch-gabel gemarkung,4.0,petersdorf m,4.0,3653/4 -1,4.0,reg,1.0,5 h,1.0,000 1,0.0,,,,,,
CTX195300601,g kreis,4.0,schonbach m,4.0,reg,1.0,3654% 3,1.0,000 1,0.0,,,,,,,,,,
CTX195300620,qyw/* x,4.0,4° 4,1.0,>5 2,1.0,3319 *13j,1.0,• 2,1.0,,,,,,,,,,
CTX195300633,jetzt jägerhaus,4.0,r •,4.0,-1 |,4.0,***htink,1.0,scherben,1.0,195 1o,1.0,weinberg,1.0,5 3,0.0,1917,0.0,,
CTX195300639,t —,4.0,$ ■,4.0,j |,3.5,_ _,3.33,3 _,1.67,1 |,1.5,lang 1,1.0,lidn,1.0,1 „l,1.0,134,0.0
CTX195300644,eger kreis,4.0,saaz gemarkung,4.0,bl no,4.0,3^511 í,4.0,nach art,4.0,nach stoff,4.0,audlliche begcb,4.0,e0t '•,4.0,/ gemarkung,4.0,$ gemarkung,4.0
CTX195300657,alte wehr,4.0,verzie rung,4.0,dolchartiges knochenstuck,4.0,erhal tung,4.0,berne rkungen,4.0,j t,4.0,| no,4.0,lte wehr,4.0,aza%é ote-uezu’,4.0,schnurab drile,4.0
CTX195300676,lovosice reg,4.0,kreis leitmeritz,4.0,' fund,4.0,třebenice,1.0,aussig,1.0,gemarkung,1.0,trschemschit,1.0,158-161,1.0,kultur,1.0,rom,1.0
CTX195300727,kreis m,4.0,nach stoff,4.0,nach art,4.0,kopf r,4.0,vk /huol,4.0,/c j4kv,4.0,kzt sammlung,4.0,museum saaz,4.0,sammlung dr,4.0,8— t4,4.0
CTX195300749,bílina cis,4.0,laubeho fundstelle,4.0,odevzdány museu,4.0,zahradě p,4.0,zpráva týkající,4.0,laube udává,4.0,ato zpráva,4.0,archivu soází,4.0,možnost srovnat,4.0,zprávě č,4.0
CTX195300822,kralupy n,4.0,u1 ořáko,4.0,zachovalé torso,4.0,nádobka hrubá,4.0,krátkým hrdlem,4.0,esovitým okrajem,4.0,půl cm,4.0,alštatská dobí,4.0,knovízská kultura,4.0,vit,1.0
CTX195300889,nalezena nádoba,4.0,germánská /inv,4.0,rukopisem prof,4.0,rovněž otazník,4.0,nákresem ryby,4.0,vypíchane keramiky,4.0,okr,1.0,poř,1.0,inv,1.0,musea/,1.0
CTX195300890,žatec c,4.0,090/3 c,4.0,hroby literatura,4.0,die zeit,4.0,bronzová /pohřby/,4.0,žateckém museu,4.0,nálezy pocházejí,4.0,posledních let,4.0,das 0909/4,4.0,lle/ptehe' schmuck,4.0
CTX195300904,lovosice reg-bez,4.0,evaň,1.0,okr,1.0,4 fundblatt-verzeichnis,1.0,lfd,1.0,5ww,1.0,5 *,1.0,r/0316 12,1.0,cwts,1.0,22 52,0.0
CTX195300952,blatt,1.0,— 1,1.0,,,,,,,,,,,,,,,,
CTX195300958,* —,4.0,* *ip*cdles,4.0,n rddkoahh,4.0,ki m,4.0,werk paradiesberg,4.0,_ -,4.0,efässchorben urne,4.0,tit,1.0,1 ž,1.0,1 tierzahn,1.0
CTX195300960,bronzef ibelfragm,4.0,c h,4.0,- arnold,4.0,beim abgeb,4.0,■■ jr,4.0,fela rittig,4.0,depot blakt,4.0,pundort h,4.0,atei ars,4.0,ao c,4.0
CTX195300973,isterschan m,4.0,— w-r,4.0,spinnerei gebr,4.0,— __,4.0,~ w,4.0,unterkie- fer,4.0,q ■,4.0,vwoy*yw ■,4.0,| t,4.0,wgärtnerei forste,4.0
CTX195301267,kreis t,4.0,germanische ti-,4.0,jhdt literatur,4.0,reg,1.0,aussig,1.0,asu,1.0,gemarkung,1.0,jeb,1.0,d-ahc,1.0,iok,1.0
CTX195301283,kreis rcichenberg,4.0,tetischblatt 5654/5,4.0,’ reg,4.0,kreis reichenbers,4.0,ober-wi ttig,4.0,mietischolatt 654/3,4.0,rog,1.0,aussig,1.0,7 1^3,1.0,gemarkung,1.0
CTX195301289,bedr/chov reg,4.0,metischblatt 3654/4,4.0,aussig,1.0,kreis,1.0,reichenberg,1.0,gemarkung,1.0,friedrichswald,1.0,000,0.0,,,,
CTX195301405,kreis reichenberg,4.0,metischblatt 7754/1,4.0,langenbruck,1.0,3754/2,1.0,000,0.0,,,,,,,,,,
CTX195301416,prosec gemarkung,4.0,mebtischblatt 3754/1,4.0,reg,1.0,aussig,1.0,kreis,1.0,reichenberg,1.0,proschwitz,1.0,000,0.0,,,,
CTX195301424,kreis reichenberg,4.0,mebtischblatt 3654/3,4.0,reg,1.0,aussig,1.0,gemarkung,1.0,schonborn,1.0,000,0.0,,,,,,
CTX195301485,x /,4.0,různou příměsí,4.0,infiltarcí limonitu,4.0,infilrací krevele,4.0,pegmatitových žilách,4.0,okolí písku,4.0,topografie cech/,4.0,řeči tich,4.0,náhražkou pazourku,4.0,nepravděpodob nepravděpodobže,4.0
CTX195301601,kreis brix,4.0,volevcice gemarkung,4.0,mebtischblatt 3851/2,4.0,aussig,1.0,wolepschitz,1.0,000,0.0,,,,,,,,
CTX195301612,george dorf,4.0,mletischblatt 3751/1,4.0,ssig,1.0,kre,1.0,briz,1.0,3751/2,1.0,oco,1.0,zámeček,1.0,,,,
CTX195301762,o**— aa*,4.0,247676 /,1.0,,,,,,,,,,,,,,,,
CTX195301828,n m,4.0,erhal tung,4.0,bronze mafie,4.0,berne rkungen,4.0,mitteilung fodisch,4.0,schlan flurnam,4.0,bronze mae,4.0,ar t,4.0,keine bekannt,4.0,klubuk no,4.0
CTX195301831,aussig flurname,4.0,leipa m,4.0,nach art,4.0,nach stoff,4.0,farbe „erhaltung,4.0,schiefer mae,4.0,dicke =2,4.0,okr,1.0,bor,1.0,reg,1.0
CTX195301874,pundbericht umseitig,4.0,folgt funa2,4.0,gemar kung,4.0,ate inze,4.0,bronsef ibel,4.0,• •,3.33,• 2,1.67,ratsch 14,1.0,e|c 1,1.0,00 bžany,1.0
CTX195301925,kamenná voda,4.0,kreis brix,4.0,stem letití*,4.0,kře is,4.0,brikx *,4.0,einem gefä,4.0,sandgrube par7,4.0,pundbericht umseitig,4.0,nur wenntundplatz-,4.0,multurgrube „usv,4.0
CTX195301936,kreis brx,4.0,metischblatt- 5651/2,4.0,most,1.0,aussig,1.0,gemarkung,1.0,sedlitz,1.0,,,,,,,,
CTX195301941,c p,4.0,t y,4.0,kreis brx,4.0,most,1.0,reg,1.0,aussig,1.0,gemarkung,1.0,kopitz,1.0,metischblatt,1.0,5751/ 4,1.0
CTX195302099,přílohy pí,4.0,ar v-1953,4.0,nová silnice,4.0,výzku výzkuslov,4.0,předcházejícího roku,4.0,ar iv,4.0,hrobů prozkoumaných,4.0,minulém roce,4.0,byly vyhlobeny,4.0,pískovce /zvrstvení,4.0
CTX195302382E,bod saú,4.0,n d,4.0,zaměř h,4.0,©7 n/v,4.0,rht ep,4.0,-55 í,4.0,ax j,4.0,— 38—,4.0,/ •77,4.0,•0 ol,4.0
CTX195302423,f lahe,4.0,karlsbad flurname,4.0,kaaden m,4.0,nach art,4.0,nach stoff,4.0,karlsbad kre,4.0,31543=gelber hornstein,4.0,31546=ein feuerateinstiick,4.0,31568=roter hornstein,4.0,sehn bearbeitet,4.0
CTX195302430,zadáte dopisem,4.0,ece,1.0,vec,1.0,zasíláme,1.0,dne 1,1.0,dubna 1953,1.0,minv,1.0,72 57,0.0,23 10,0.0,02 6,0.0
CTX195302537,’ >,4.0,drehe zw,4.0,kreims,1.0,1 cwoyw,1.0,okt,1.0,1932,0.0,2 1,0.0,1912 4,0.0,,,,
CTX195302540,■ *,4.0,d t,4.0,> -2,4.0,’ --ol,3.5,’ 3,1.5,4 c‘a,1.0,í 4,1.0,4 —,1.0,1 r,1.0,-- 1,1.0
CTX195302553,triebschitz gwanth,4.0,vom dor,4.0,41 —,1.0,l 8,1.0,,,,,,,,,,,,
CTX195302559,gwz~t* p,4.0,$ j,4.0,g rund,4.0,—— ex,4.0,*5570 osv,4.0,| ž,4.0,*seuu,1.0,tef,1.0,fzak,1.0,1ard,1.0
CTX195302578,obrnice,1.0,očernit,1.0,mefítischmatt,1.0,5751/4,1.0,5851/2,1.0,,,,,,,,,,
CTX195302596,kreis 8c,4.0,joann icht,4.0,pundbericht umseitig,4.0,unterschrif t,4.0,bereits festgelegt,4.0,třebuš ice,4.0,most reg,4.0,kreis brix,4.0,2515-*153 gemarkung,3.5,gemarkung,1.5
CTX195302817,obec vědlice,4.0,vyvýšeném místě,4.0,viz plánek,4.0,hnědého zbarvení,4.0,pravděpodobně volutový,4.0,rytými žlábky,4.0,1c j,4.0,/ n—,3.5,pohrubší střepy,3.33,/ 24,1.5
CTX195302909,dlouhé 36m,4.0,hluboké 2m,4.0,pole kat,4.0,úplné rovině,4.0,protékající buchlovicemi,4.0,tvoří pokryv,4.0,mísy přechází,4.0,nich sahají,4.0,dnešním povrchem,4.0,těchto místech,4.0
CTX195303045,okresní museum,4.0,aademii věd,4.0,praha iii,4.0,0aa zpráva,4.0,sondách provedených,4.0,ruském hřbitove,4.0,účelem sond,4.0,napoleonských válek,4.0,provedení sond,4.0,místo č,4.0
CTX195303402,přípravé práci,4.0,výzkum mincovny,4.0,vedení frant,4.0,proška prošel,4.0,příští dny,4.0,přilehlých proster,4.0,dnech týdne,4.0,zaváděli e^vedení,4.0,průzkum t,4.0,dně mincovny,4.0
CTX195303578,zvýšil proti,4.0,helena pokorná,4.0,zdoněk fiedler,4.0,dr kytlicová,4.0,otevřena expositura,4.0,činnosti přibývá,4.0,d l>,4.0,> ter,4.0,lastní prací,4.0,povrchových dolech,4.0
CTX195303695,vyšehradská ul,4.0,ali w,4.0,letenská ul,4.0,vltavě upozorňuji,4.0,rozvalinami podhradí,4.0,možno nejbližší,4.0,výrazem úcty,4.0,‘a~ /**%*%,4.0,/ra imu,4.0,část svahu,3.5
CTX195303720,zoela nejené,4.0,lidské kosti,4.0,pravděpodobně hroby,4.0,lékařská komise,4.0,pravděpodobně pravěký,4.0,místě nedalo,4.0,archiv zhotovit,4.0,možnost event,4.0,nález starý,3.5,kosti přišlo,3.5
CTX195303858,2326- ya,4.0,okr,1.0,poř,1.0,inv,1.0,1961,0.0,598,0.0,,,,,,,,
CTX195304207,1000,0.0,1951,0.0,598,0.0,,,,,,,,,,,,,,
CTX195304226,obec x/x,4.0,2%217 č,4.0,okr,1.0,inv,1.0,poř,1.0,1961,0.0,698,0.0,,,,,,
CTX195304235,1000,0.0,8 1961,0.0,5982,0.0,,,,,,,,,,,,,,
CTX195304242,1000,0.0,1961,0.0,598,0.0,,,,,,,,,,,,,,
CTX195304248,1000,0.0,8 1951,0.0,538,0.0,,,,,,,,,,,,,,
CTX195304251,obec,1.0,okr,1.0,4257 č,1.0,poř,1.0,inv,1.0,7293/- 1000,1.0,1951,0.0,6982,0.0,,,,
CTX195304270,1000,0.0,1951,0.0,598,0.0,,,,,,,,,,,,,,
CTX195304294,pl provedena,4.0,1000,0.0,1951,0.0,598,0.0,,,,,,,,,,,,
CTX195304300,1961,0.0,5987,0.0,,,,,,,,,,,,,,,,
CTX195304321,obec,1.0,okr,1.0,poř,1.0,inv,1.0,5952,0.0,1951,0.0,588,0.0,,,,,,
CTX195304338,služební cestě,4.0,obcemi kožlany,4.0,prorozsáhlá stavba,4.0,veliké ploše,4.0,staveniště prohlédla,4.0,rozlehlé ploše,4.0,avšak nikolv,4.0,jednom místě,4.0,půda odkryta,4.0,celém staveništi,4.0
CTX195304476,nach art,4.0,nach stoff,4.0,cm sammlung,4.0,r-0189 lageskizze,4.0,sammlung henke,4.0,geglättete oberfläche,4.0,bii lageskizze,4.0,innen abgesetzt,4.0,feingeschlämmter ton,4.0,mergu nr,4.0
CTX195304481,litoměřice čís,4.0,žluté aásky,4.0,belavého skla,4.0,lehce poškozena,4.0,hotní plocha,4.0,ry trojúhelníkovitě,4.0,obuou stranách,4.0,nálezových archů,4.0,nac art,4.0,scheibenfrmiger nietknopf,4.0
CTX195304616,modřanech dostavila,4.0,dvě kostry,4.0,těchto místech,4.0,jeví tak-,4.0,60cm navážka+humus,4.0,dělníci vybrali,4.0,hroby byly,4.0,sebe vzdáleny,4.0,milodary prý,4.0,zachovalost koster,4.0
CTX195304702,athd /,4.0,odo,1.0,3453,0.0,,,,,,,,,,,,,,
CTX195304826,odd~ m,4.0,jow gele,4.0,eez j,4.0,26/53 4,1.0,26/53,1.0,2 ca_,1.0,407 4726/53,1.0,,,,,,
CTX195304964,4964/53 m,4.0,okres č,4.0,okr č,4.0,velmi závažné,4.0,postpně uveřejňovány,4.0,poznání hospodářskýsh,4.0,kulturních poměrů,4.0,českých slovanů,4.0,širokém ostrohu,4.0,no no,4.0
CTX195305003,služební cestě,4.0,hlášení p,4.0,josefa kovandy,4.0,místo dostavila,4.0,100m severně,4.0,nedaleko jižně,4.0,řeky ohře,4.0,lom* má,4.0,současné době,4.0,východní straně,4.0
CTX195305022,troppau kreis,4.0,4057/1 rundll,4.0,nach stoff,4.0,stein masse,4.0,/ 287-,4.0,landskron legenstand,3.5,landskron,1.5,reg,1.0,hilbetten,1.0,torz,1.0
CTX195305028,aussig kreis,4.0,— gemarkung,4.0,berne rkungen,4.0,nach stoff,3.5,br cm,3.5,nach,1.5,5 cm,1.5,reg,1.0,flurnama,1.0,art,1.0
CTX195305158,515í/53 vraný,4.0,e výzkum,4.0,mhom prozkoumáno,4.0,lze očekávat,4.0,stopy ohražení,4.0,čer= tovce,4.0,pazourková šipka,4.0,křidélky /,4.0,nadištní vel,4.0,kladném případě,4.0
CTX195305269,5269/533 5169/53,4.0,9/53 ‘o,4.0,r 15,1.0,520953,0.0,,,,,,,,,,,,
CTX195305356,prozkoumání t,4.0,kaple sv,4.0,maří magdaleny,4.0,lo treba,4.0,stavební změny,4.0,během staletí,4.0,koste- lích,4.0,ly prováděny,4.0,plány dodána,4.0,¬ cházel,4.0
CTX195305364,hblatt tlr,4.0,slurnome b5m,4.0,mehrere darallelwälle,4.0,gräben ufm,4.0,ungefähre gro^e,4.0,ungefähre luge,4.0,beiger uinterrimhtet,4.0,balbige unter,4.0,uchung ntig,4.0,ringmall,1.0
CTX195305444,freis b4r,4.0,besichtigt durch,4.0,c —,4.0,dermeen durch,4.0,ttlestischblatt tr,4.0,mehrere parallelwälle,4.0,ungefähre grsze,4.0,> •,4.0,gefthichtlich erwähnt,4.0,befondere bemerkungen,4.0
CTX195305534,výsledku průzkmm,4.0,prostoru nímstí,4.0,zjištšno následující,4.0,výš- kov,4.0,úrovi chodníku,4.0,tochn’lta stavby,4.0,lícní stroně,4.0,charalttor stavby,4.0,obvodová zdivo,4.0,honba jo,4.0
CTX195305661,ol~ •,4.0,5664/53 8,1.0,su1í53,1.0,,,,,,,,,,,,,,
CTX195305807,telefon 412-82,4.0,_ 2a,4.0,povltaví byly,4.0,rozsáhlé pohřebiště,4.0,kon konobýval,4.0,březích vltavy,4.0,vltavské proudy,4.0,n —,4.0,velmi rozměrných,4.0,prozatím byly,4.0
CTX195306025,y •,4.0,budyně n,4.0,y c,4.0,— *,4.0,obec,1.0,poř,1.0,čís,1.0,inv,1.0,ašc,1.0,v0*1,1.0
CTX195306036,poŕ,1.0,inv,1.0,mus,1.0,,,,,,,,,,,,,,
CTX195306041,tén kultura,4.0,libochovice cís,4.0,neghú,1.0,669 c,1.0,inv,1.0,řetěz,1.0,,,,,,,,
CTX195400034,roudnice n,4.0,název trati,4.0,budyně cis,4.0,karton 68-69,4.0,naleziště označeno,4.0,pozemcích p,4.0,esovité zaušnice,4.0,tenkého drátu,4.0,dále elez,4.0,těchto hrobech,4.0
CTX195400059B,kourim-/953 xxiyh,3.83,kourim-/953 ál,3.83,kouřim-/953 č,3.79,kouřim-1953 č,3.79,14-7 č,3.79,kouřím-/953 č,3.79,kourim-193 č,3.79,kourim-/953 č,3.62,kourim-1953 č,3.56,ad st,3.23
CTX195400133,obec blb,4.0,obce blevic,4.0,kralupy n,4.0,značný počet,4.0,dosti jemný,4.0,zdobený vrypy,4.0,blíže neurčitelný,4.0,vit,1.0,svatém,1.0,inv,1.0
CTX195400378,hlášení p,4.0,orbě měly,4.0,knovízské sídliště,4.0,ač p,4.0,naleziště leží,4.0,zá pad,4.0,objevují ojediněle,4.0,celém honu,4.0,okr,1.0,3%44,1.0
CTX195400735,bí- lině,4.0,150/53 /,4.0,schematickém plánku,4.0,označeno naleziště,4.0,rozkládá vlastně,4.0,zvířecí kosti,4.0,popis keramiky,4.0,ix/• hrubý,4.0,světlehnědý střep,4.0,most čís,4.0
CTX195400882,určil p,4.0,plzeňského musea,4.0,velký zub,4.0,určen p,4.0,oba nálezy,4.0,obec,1.0,okr,1.0,poř,1.0,inv,1.0,vypsáno,1.0
CTX195400972,sděle sdělehorníku,4.0,kytlicová /,4.0,lom týž,4.0,příměse* slídy,4.0,most cís,4.0,vypuštěného,1.0,80 lety,1.0,průskům 6,1.0,20 cm,1.0,povrch,1.0
CTX195400996,služební cestě,4.0,brodu ii,4.0,částečně vybrala,4.0,charakterem keramice,4.0,loňského výzkumu,4.0,pocháze pocházezřejmě,4.0,bezpochyby kostrového,4.0,úplně zachován,4.0,eneolitických hrobů,4.0,loň loňvýzkumu,4.0
CTX195401043,ula kurw,4.0,iislo mapy,4.0,druh nálezu,4.0,dole rudiay,4.0,bílinském museu,4.0,laubeho zdobena,4.0,povrchu prstováním,4.0,g laube,4.0,bei bilin,4.0,bec,1.0
CTX195401049,- b,4.0,seznamu nálezů,4.0,dole rudiay,4.0,zatím nerevidováno,4.0,hlášených,1.0,teplicích,1.0,sídliště,1.0,bílina,1.0,sudeta,1.0,-1939/40,1.0
CTX195401050,pískovně khlerově,4.0,natažené poloze,4.0,naorientované j,4.0,hrobě cedníček,4.0,tvaru koflíku,4.0,střepy malé,4.0,/viz obr,4.0,/ m,4.0,nálezová zpráva,4.0,archivu st,4.0
CTX195401062,zřizování silnice,4.0,jámě č,4.0,zcela přeházena,4.0,třech skupinách,4.0,obě ruce,4.0,polovina pánve,4.0,uložení koster,4.0,nálezová zpráva,4.0,kostrové pohřby,4.0,op- *iv1947,4.0
CTX195401068,ň /,4.0,most /,4.0,skrčené poloze,4.0,několika střepech,4.0,dé mísy,4.0,jemného materiálu,4.0,inv,1.0,roce 1910,1.0,snad,1.0,preidel,1.0
CTX195401112,okres c,4.0,‘ c,4.0,libni dvojitý,4.0,zbytek žárového/,4.0,/ hrobu,4.0,l60 cm,4.0,patrně hlavou,4.0,určení hrobu,4.0,8/ b,4.0,rohu erbenovy,4.0
CTX195401157,/ cvíánčz,4.0,vi2 dole,4.0,šedočerného povrchu,4.0,původně vně,4.0,uvnitř tuhovaná,4.0,okra j,4.0,inventári n,4.0,bližšího známo,4.0,h m,4.0,-spodní čelist,4.0
CTX195401181,dnech 7-9,4.0,/ jáma,4.0,lomky keramiky,4.0,kostěné sídlo,4.0,okraji jámy,4.0,několik menšíchkamenů,4.0,kostí /ramenní/,4.0,mjírovo mus,4.0,‘ j,4.0,op 11-1925,4.0
CTX195401211,prodlužování ul,4.0,-kostra zničena,4.0,bezuchou amforku,4.0,válcovitým hrdlem,4.0,zploštělého těla,4.0,koncích vytaženo,4.0,dva pupky,4.0,orientované z-y,4.0,pravém boku,4.0,druhá hlavu,4.0
CTX195401223,obec p,4.0,^len/ laf,4.0,/- •hal,4.0,stručně zmiňuje,4.0,obsahující hrubé,4.0,tuho tuhostřepy,4.0,jed jedohniště,4.0,vztahuje pravděpodobně,4.0,/ j,4.0,^řh,1.0
CTX195401229,zpráva píčova,4.0,popisuje pie,4.0,byly,1.0,chotut,1.0,cům,1.0,jámy,1.0,dvořákem,1.0,uvedenych,1.0,jinéjpohř-,1.0,jamách,1.0
CTX195401230,jedné jámě,4.0,končetiny utaty,4.0,jámy* m,4.0,die zeit,4.0,šifrován* sudeta,4.0,l12 *,4.0,roce 1959,1.0,lebky,1.0,trupu,1.0,naházen,1.0
CTX195401247,j ámě,4.0,oblé tyčinky,4.0,síla tyčinky,4.0,10/ č,4.0,konce náramku,4.0,rovně seříznuté,4.0,vnější straně,4.0,rozměry náramku,4.0,12/ č,4.0,kostrové pohřby,4.0
CTX195401254,j ž,4.0,-57- •,4.0,kamenném obložení,4.0,bronzový meč,4.0,plnou rukojetí,4.0,nůž prohnutý,4.0,pečetítkovitou hlavicí,4.0,jejíž konce,4.0,le tuhovaných,4.0,lejemně rýhovaných,4.0
CTX195401288,služební cestě,4.0,základě novinové,4.0,jejichž inventář,4.0,čáslavském museu,4.0,nález informovgla,4.0,dra škrdleho,4.0,čáslavského musea,4.0,shod shodjsme,4.0,hradištních jam,4.0,témže staveništi,4.0
CTX195401316,budyně cis,4.0,lomky nádob,4.0,e ‘dccccta,4.0,lab,1.0,/344,1.0,poř,1.0,inv,1.0,pazourky,1.0,drtidlo,1.0,obilí,1.0
CTX195401324,secoedox j,4.0,,,,,,,,,,,,,,,,,,
CTX195401385,spodek baňatý,4.0,,,,,,,,,,,,,,,,,,
CTX195401404,bydžov okres,4.0,praha cís,4.0,obec,1.0,poř,1.0,ční,1.0,mus,1.0,inv,1.0,,,,,,
CTX195401509,služební cestě,4.0,okrese čáslavském,4.0,podepsaný provedl,4.0,zvláště pískov—,4.0,kapličky sv,4.0,nyní těžbu,4.0,závod praha,4.0,má č,4.0,kamennou konstrukcí,4.0,citel citelpomíšen,4.0
CTX195401555,služební čeště,4.0,výkopu lože,4.0,mostní váhu,4.0,parcele kat,4.0,druhý zachytili,4.0,terénními úpravami,4.0,zpráva,1.0,ne_22,1.0,dubna 1224,1.0,dne 28,1.0
CTX195401693,ministerstvo školství,4.0,umění čís,4.0,praha iii,4.0,archeologický výzkum,4.0,historické budově,4.0,přičleněném areálu,4.0,rozhodla provést,4.0,upozorňujeme vás,4.0,vašeho ústavu,4.0,správnost vyhotovení,4.0
CTX195401794,pardubickém museu,4.0,/ kry,4.0,poř,1.0,inv,1.0,porušeno,1.0,,,,,,,,,,
CTX195402799,podati zprávu,4.0,dnech 3-15,4.0,průzkum pokračoval,4.0,místech uvedených,4.0,románské zdi,4.0,severní věží,4.0,kaplí sv,4.0,východně zákládů,4.0,fragment dlažby,4.0,opukových desek,4.0
CTX195402859,předchozí nálezové,4.0,pokračování výzkumu,4.0,středu pohřebiště,4.0,takřka souvisí,4.0,poměry půdní,4.0,úplně odvápněný,4.0,dosavad dosavadzkoušek,4.0,zkušeností mám,4.0,značně vyloučenou,4.0,jílovitou hnědozem,4.0
CTX195402908,záchranném výzkumu,4.0,tuchlo- vících,4.0,-11 června,4.0,lidské kosti,4.0,tayé nohy/,4.0,snad nože,4.0,nohou kostry,4.0,velkých kamenů,4.0,zpráva,1.0,pískovně,1.0
CTX195403902,t c,4.0,most cis,4.0,moh mohjít,4.0,odkryto klenutí,4.0,základech donu,4.0,volná prostora,4.0,pros tóra,4.0,ú úcihel,4.0,zaklenut jednoduchou,4.0,největší praviěpodobností,4.0
CTX195404172,-0 /,4.0,,,,,,,,,,,,,,,,,,
CTX195404227,' o4‘l,4.0,p r,4.0,boleslavská opravy,4.0,zá záčásti,4.0,starou ze3,4.0,naopak stavěla,4.0,posavadní průzkumy,4.0,píšem ubíraly,4.0,původ původhrad,4.0,jižní straně,4.0
CTX195404392,• /hu,4.0,,,,,,,,,,,,,,,,,,
CTX195404542,archeologický ústav,4.0,zapo svahu,4.0,terénním obtížím,4.0,vzácné vzácnéstromu,4.0,4m/ nepokračovat,4.0,příhodnějším místě,4.0,románské zdi,4.0,zpráva,1.0,pohřebištěm,1.0,hloubce 1,1.0
CTX195404710,ý ústav,4.0,služební údaje,4.0,dopravní cesta,4.0,jizerou,1.0,aesl,1.0,-1951,1.0,27772,0.0,19 195,0.0,769,0.0,,
CTX195404868,uložení expos,4.0,most cis,4.0,zprávu č,4.0,několik kostí,4.0,části byly,4.0,ústí rozšírěná,4.0,vyplněná tmavší,4.0,hlinitopísčitou zeminou,4.0,byly získány,4.0,kosterně pozůstatky,4.0
CTX195404981,vra šaldová,4.0,rcheologcry ústav,4.0,kat* č,4.0,reinockova hc,4.0,letoäním výskuma,4.0,kovovou v/bavou,4.0,h ea,4.0,pravidelného kruhu,4.0,vnitiní kruh*,4.0,vlastní pohřeb,4.0
CTX195405054,kultura neurčeno,4.0,součást depotu,4.0,uložení nár,4.0,jehlancovitými výstupky,4.0,obec,1.0,okr,1.0,domažlice,1.0,poř,1.0,-moky,1.0,brozezeit,1.0
CTX195405082,pohřebiště bronzové,4.0,okr,1.0,poř,1.0,ínv,1.0,750-1,1.0,žár,1.0,nádob,1.0,babice,1.0,krakov,1.0,752-3,1.0
CTX195405088,obec švédsko,4.0,e* 375%,4.0,pazourková čepel,4.0,země,1.0,okr,1.0,poř,1.0,inv,1.0,617-30,1.0,pazourky,1.0,kyckholt,1.0
CTX195405091,heřmanův městec,4.0,datování keramiky,4.0,požádal nás,4.0,abychom výsledek,4.0,sdělí li,4.0,období poč,4.0,předložené fragmenty,4.0,dokladový materiál,4.0,vás nalezeny,4.0,sledoval event,4.0
CTX195405124,995-5 střepy,4.0,‘ 512,1.0,poř,1.0,inv,1.0,9ig-27,1.0,nádob,1.0,,,,,,,,
CTX195405153,beroun c,4.0,obec karlík,3.5,karlík,1.5,mořinka,1.0,okr,1.0,poř,1.0,inv,1.0,911 keramika,1.0,dobřichovic,1.0,136,0.0
CTX195405159,obec netušíce,4.0,okr,1.0,praha,1.0,poř,1.0,inv,1.0,šárka,1.0,generálce,1.0,nebušice,1.0,136,0.0,,
CTX195405172,obec kazín,4.0,a2í/ -,4.0,humenským potokem,4.0,uloženi nár,4.0,okr,1.0,praha,1.0,jih,1.0,nádob,1.0,hradiště,1.0,5982 č,1.0
CTX195405178,obec kazín,4.0,uloženi nár,4.0,okr,1.0,praha,1.0,5982 č,1.0,poř,1.0,inv,1.0,179-80,1.0,1961,0.0,,
CTX195405250,753-770 hřivny,4.0,maleno vic,4.0,poř,1.0,inv,1.0,/malenovice-okolí,1.0,čechy,1.0,,,,,,,,
