keyword,score
vnější straně,3.75
cestářské služby,3.75
povšechný návrh,3.75
zmíněný návrh,3.75
přehlednosti atd,3.75
ostatní linky,3.75
důležitých dopravních,3.75
rozvážkové služby,3.75
uhlí atd,3.75
ním vozovka,3.75
opět vráti,3.75
vedena příchodná,3.75
vytéž návrh,3.75
nástupišť atd,3.75
tábořišť atd,3.75
určité míry,3.75
udržovací služby,3.75
úkol splnili,3.75
cestující obecenstvo,3.75
účely udržovací,3.75
krátké vzdálenosti,3.75
vládní nařízení,3.75
silničních prací,3.75
převážení stroje,3.75
traktory buď,3.75
německé stroje,3.75
tudíž propracovávali,3.75
velmi těžko,3.75
takové stroje,3.75
menši stroje,3.75
stanovení vedly,3.75
nejen podnikatel,3.75
každá škoda,3.75
straně podnikatelů,3.75
dosaženo jednotnosti,3.75
účely veřejné,3.75
vyvlastňování jest,3.75
velmi nákladné,3.75
fondu opět,3.75
severní trasu,3.75
minulosti vedly,3.75
zahájení stavby,3.73
odprůběhu stavby,3.73
vozovky jednovrstvové,3.73
rozpis stavby,3.73
proud vozovky,3.73
třeti vozovky,3.73
zřízením vozovky,3.73
velké stavby,3.73
zřizování vozovky,3.73
zlevněni stavby,3.73
zahájením stavby,3.73
dvě vozovky,3.73
směru východního,3.73
směru severojižního,3.73
směru jihozápadního,3.73
směru západního,3.73
směru jižně,3.73
každém směru,3.73
směru opačném,3.73
směru šetření,3.73
naše území,3.72
naše poměry,3.72
vadila dopravě,3.71
větší provoz,3.71
mohlo začít,3.71
vykonat prof,3.71
biteš prof,3.71
bučovice prof,3.71
zkoušky štěrku,3.71
zkoušky kostek,3.71
navrhováni mostů,3.71
takových mostů,3.71
mohlo přikročili,3.71
ježto provoz,3.71
většinu dopravy,3.71
dálkové dopravě,3.71
organisaci dopravy,3.71
řízeni dopravy,3.71
řešeni dopravy,3.71
lokální dopravy,3.71
provozovateli dopravy,3.71
prořízeni dopravy,3.71
vyvolává provoz,3.71
průběžné dopravě,3.71
výzkumů prof,3.71
země země,3.71
nerušené dopravy,3.71
předsednictví prof,3.71
silniční dopravy,3.71
dopravní policii,3.70
lato stavba,3.70
výstavbě dálnic,3.70
dopravní důležitost,3.70
velkorysá stavba,3.70
dopravní plán,3.70
organisaci dopravní,3.70
dopravní služba,3.70
provádí stavba,3.70
dopravní spoje,3.70
trať l,3.69
trať íl,3.69
l trať,3.69
trať ii,3.69
konči trať,3.69
trať rozdělí,3.69
určitou trať,3.69
naše dálnice,3.68
jakýchkoli důvodů,3.67
mnichovské dohodě,3.67
hlavního velitelství,3.67
zas pracemi,3.67
povolených prostředků,3.67
jehož působnost,3.67
zem zemúřadů,3.67
novém velitelství,3.67
město prahu,3.67
jediné kříženi,3.67
zimě nesjízdnou,3.67
veškeré odchylky,3.67
ministr krátce,3.67
platnost vlád,3.67
někteří zájemci,3.67
silniční magistrály,3.67
prostoru ohraničeném,3.67
slovenskou hranici,3.67
rozsahu díla,3.67
jedinečného díla,3.67
technický význam,3.67
dolních královic,3.67
měřickými pracemi,3.67
jejího kříženi,3.67
původním projektu,3.67
tabulka 16—19,3.67
antonín sameš,3.67
podrobnějších zkoumání,3.67
způsobem dochází,3.67
zkoumání zemin,3.67
měřeni teploty,3.67
jihočeskými podniky,3.67
zájmu vzhledu,3.67
most mostskupin,3.67
předstihnou výsledky,3.67
mostní skupiny,3.67
mají šikmost,3.67
stránce technické,3.67
generálního projektu,3.67
nejvíce podnikatelů,3.67
nařídil rozdělili,3.67
tunelový most,3.67
protektorátu dochází,3.67
jiných zájmu,3.67
dopravních prostředků,3.67
opravu aut,3.67
křižováni aut,3.67
podřízenými cestáři,3.67
skutečné potřeby,3.67
potřeb obyvatel,3.67
jehož osnově,3.67
jihočeské podniky,3.67
přímé spojeni,3.67
linek předměstských,3.67
linek místních,3.67
mají připojeni,3.67
našich dálnicich,3.67
t vářností,3.67
otázka rychlosti,3.67
vždy zřizována,3.67
krajnicích přípojky,3.67
místních šetřeni,3.67
zřízeni menších,3.67
řada sjezdů,3.67
každém případě,3.67
ochraně vozidel,3.67
zřízeni sjezdů,3.67
vyznačuji hlavně,3.67
rychlost vozidel,3.67
zimě nese,3.67
autobusové spoje,3.67
obchodní cesty,3.67
potřeby vojenské,3.67
státní útvar,3.67
druhé etapě,3.67
menších vzdálenostech,3.67
nelze počítali,3.67
sestaveny výsledky,3.67
připadlo průměrně,3.67
připadne tudiž,3.67
postup prací,3.67
zem zempracích,3.67
takovém případě,3.67
nej kratší,3.67
nejvíce zrychlili,3.67
poloviční dobu,3.67
používá t,3.67
administrativních důvodů,3.67
stránce finanční,3.67
takového podnikáni,3.67
potřeby dneška,3.67
původního projektu,3.67
velkých objektů,3.67
velký počet,3.67
umožněno vydatné,3.67
státní úřad,3.67
vyvlastňovací elaborát,3.67
utvořen t,3.67
přímé dohodě,3.67
měřické elaborát,3.67
rovněž oceňováni,3.67
témuž závěru,3.67
vycházející rovněž,3.67
některých dílech,3.67
slovenskou vládou,3.67
technické směrnice,3.67
českoslovenští technici,3.67
vedeni trasy,3.67
stavbě samé,3.66
stavbě zúčastnilo,3.66
stavbě dohonit,3.66
oblasti dálnice,3.66
rozděleni stanic,3.65
zatím vymezena,3.64
zatím vypracováním,3.64
zatím zminiti,3.64
ponecháme zatím,3.64
zatím známo,3.64
třeba nových,3.64
třeba vysvětleni,3.64
třeba zkoumali,3.64
třeba vycházeli,3.64
třeba prováděli,3.64
třeba spoléhali,3.64
třeba řešili,3.64
třeba přihlíželi,3.64
třeba zamezili,3.64
třeba vyčkali,3.64
postihne třeba,3.64
třeba hledali,3.64
nejen ústavy,3.64
valné části,3.64
jihovýchodní části,3.64
velké části,3.64
několika části,3.64
menši části,3.64
města přímo,3.63
dálnice dopravu,3.63
nejdříve začít,3.62
místní automobilovou,3.62
město brno,3.62
nejdříve přikročilo,3.62
nich zájem,3.62
jižních čech,3.62
čech několik,3.62
místní obyvatelé,3.62
nich ubytovali,3.62
nejdříve dojít,3.62
nich půjde,3.62
stavební materiál,3.61
stavbě dálnic,3.61
celková délka,3.60
nakomunikace měla,3.60
odkládání materiálu,3.60
osamostatněním slovenska,3.60
textovou část,3.60
násypového materiálu,3.60
výkopového materiálu,3.60
dílu 12/1,3.60
jejichž délka,3.60
nebude potřebí,3.60
německé firmy,3.60
vyvlastnění navržených,3.60
západní část,3.60
přípravné práce,3.59
měřické práce,3.59
zemni práce,3.59
práce pokročily',3.59
dnešní práce,3.59
práce zasazovány,3.59
strojní práce,3.59
takové práce,3.59
nastoupeni práce,3.59
práce přípravné,3.59
nosek ujal,3.57
nosek vyžádat,3.57
železnici mělo,3.57
mělo provádět,3.57
stavu silnice,3.57
nichž největšími,3.57
nákladní vozidla,3.57
nákladní rozdělí,3.57
václav nosek,3.57
mělo vzor,3.57
nichž prvý,3.57
váelav nosek,3.57
vedeni vlád,3.56
osmi viaduktů,3.56
konstrukce viaduktů,3.56
velkých viaduktů,3.56
leopold ježek,3.55
stroje pracující,3.55
nutno upravit,3.54
nutno zladil,3.54
nutno rozhodnouti,3.54
nutno pamatovali,3.54
nutno přizpůsobil,3.54
nutno plně,3.54
nutno počítali,3.54
nutno zřídil,3.54
nutno zřídit,3.54
nutno pomýšleli,3.54
nutno přikročit,3.54
nutno čelit,3.54
nutno pracovali,3.54
možno zaústit,3.54
detailů možno,3.54
možno přistoupili,3.54
možno využiti,3.54
možno zřídili,3.54
možno uvěsti,3.54
možno včasné,3.54
možno zachovali,3.54
možno dosáhnouti,3.54
možno dosáhnout,3.54
možno porovnali,3.54
možno předvídat,3.54
ztrátu možno,3.54
stavbou dálnic,3.53
zřizováni vozovky,3.53
trasy dálnice,3.53
současné době,3.53
krátké době,3.53
přítomné době,3.53
dnešní době,3.53
té době,3.53
návrh trasy,3.53
prvé trasy,3.53
autobusová doprava,3.53
doprava vedena,3.53
byly pojaly,3.53
byly provedeny,3.53
byly nesporné,3.53
byly napojeny,3.53
byly stále,3.53
oblasti čech,3.52
též pamatováno,3.52
pamatováno též,3.52
vždy též,3.52
provoz autobusů,3.51
účely dálnice,3.51
výstavbě dálnice,3.51
úrodné kraje,3.50
vylučovala československo,3.50
požadavky vojenské,3.50
bývalém československu,3.50
býti nezbytností,3.50
úseku odůvodňoval,3.50
vídni napojili,3.50
jejichž úkolem,3.50
mostního odděleni,3.50
valiny provedli,3.50
všeobecných zásad,3.50
sloužili všem,3.50
výškově řešen,3.50
husárek prohlédl,3.50
doprovodu gen,3.50
jednotlivých úsecích,3.50
čtyři trati,3.50
okraji chřibů,3.50
pražští projektanti,3.50
stanovenou lhůtou,3.50
něco později,3.50
zes geology,3.50
našim územím,3.50
povahu exteritoriální,3.50
použivaci souhlas,3.50
náobrany gen,3.50
úřadovny gen,3.50
odboru min,3.50
nových úřadoven,3.50
železniční správou,3.50
nepatrné změny,3.50
propracovaná gen,3.50
návrhu okruhu,3.50
ha vyhovoval,3.50
určité vzdálenosti,3.50
nebyla rovnováha,3.50
stavebních nákladu,3.50
navrhlo gen,3.50
ostopovic přešla,3.50
jižně slavkova,3.50
vypracovaného r,3.50
navrhovalo gen,3.50
obměna l,3.50
jimi míjeno,3.50
východními zeměmi,3.50
našich krajů,3.50
předložil gen,3.50
50% levnější,3.50
morava staly,3.50
trati ii,3.50
dalším plánováni,3.50
dostatečné informaci,3.50
čele historie,3.50
plně vědomi,3.50
vzdálenějších krajů,3.50
čipera pamatoval,3.50
doporučoval gen,3.50
6nedělní školeni,3.50
dálnicový hotel,3.50
postupně budovat,3.50
západě povede,3.50
české budějovice,3.50
návrhem gen,3.50
provedena studie,3.50
spojka gen,3.50
odbornými korporacemi,3.50
pokryvných útvarů,3.50
trvat skoro,3.50
myslivec uspořádal,3.50
zřizovány postupně,3.50
blízkých lomů,3.50
betonovou vozovku,3.50
vlastnosti betonu,3.50
obyčejnou drti,3.50
rekreační místa,3.50
ochranu přírody,3.50
odděleni mineralogicko-geologické,3.50
budou miti,3.50
půdorysném oblouku,3.50
požadavky plynulého,3.50
větších mostech,3.50
bezpečné podklady,3.50
skupinu projekční,3.50
těsné spolupráci,3.50
ustavená později,3.50
mostních normálii,3.50
železo železobetonu,3.50
trati praha—humpolec,3.50
jejichž disposici,3.50
jakmile dojde,3.50
pou hvězdonic,3.50
pou borovská,3.50
sedlický potok,3.50
dálnicové trati,3.50
základech skála,3.50
železového betonu,3.50
trati moravské,3.50
řadu později,3.50
vyslovil naději,3.50
budou svědčili,3.50
životaschopnou cestu,3.50
nestačí totiž,3.50
zájmy krajů,3.50
celé trati,3.50
17—18 zásobišť,3.50
budou tankovali,3.50
budově zásobiště,3.50
úzkém styku,3.50
stavebního nářadí,3.50
dělníky specialisty,3.50
rázu krajiny,3.50
udělováni koncesi,3.50
bylo-li zjištěno,3.50
těchto linkách,3.50
druhému řešení,3.50
přípojné muže,3.50
státních silnicích,3.50
hospodářských středisk,3.50
vlaky dálkovými,3.50
jednotné provozování,3.50
linkách dálnicových,3.50
železničních trati,3.50
leží daleko,3.50
zapotřebí zřídili,3.50
třetí vozovku,3.50
stanici prodloužili,3.50
zavazadla cestujících,3.50
přípojkách státničil,3.50
širé trati,3.50
vypracovány návrhy,3.50
značné míry,3.50
samy „ujmuly,3.50
větších odpočívek,3.50
delší jízdou,3.50
nejlépe obrácena,3.50
příštího mostu,3.50
českomoravské vysočině,3.50
samostatná parkoviště,3.50
zpříjemněni jízdy,3.50
žedopravní požadavky,3.50
prostřednictvím tisku,3.50
sousedních cestářů,3.50
nejvýhodněji užije,3.50
službu budou,3.50
značně nižší,3.50
úzké průseky,3.50
sever vedla,3.50
čechy sůl,3.50
provelmi dokonale,3.50
budování pamatoval,3.50
zvláštních objektech,3.50
zásobiště spojená,3.50
zřízenec zásobiště,3.50
zabezpečovací zřídí,3.50
úložném kabelu,3.50
spádem iál,3.50
úsecích sklonitějších,3.50
vyztuženého betonu,3.50
zásilek cementu,3.50
hospodářského významu,3.50
všeobecně shledávalo,3.50
následující tabulce,3.50
tabulky učinili,3.50
přílivu pracovníků,3.50
povděkem přijmouli,3.50
snahy upuštěno,3.50
problém zasahuje,3.50
následek různost,3.50
cementového betonu,3.50
ručně míchaného,3.50
způsobech zpracování,3.50
nesype zemina,3.50
větší vzdálenost,3.50
zeminu rozprostírá,3.50
belgii užívají,3.50
nejdůležitějším strojem,3.50
počáteční obtíže,3.50
otázky zaměstnanosti,3.50
mohly použiti,3.50
velký inventář,3.50
jeden agregát,3.50
jaroslav sikyta,3.50
stavebním nákladu,3.50
přípravě opatřeni,3.50
revisi názoru,3.50
stránce administrativní,3.50
administrativa stavebníka,3.50
pomezi stavebníkem,3.50
snahu navzájem,3.50
snah jeden,3.50
svému provedení,3.50
pozemky stoji,3.50
krajů blízkých,3.50
široká veřejnost,3.50
musi platili,3.50
nemůže pracovat,3.50
možnosti stravováni,3.50
cena snídaně,3.50
vydatnosti stravy,3.50
přespolnímu dělnictvu,3.50
děl dělstarají,3.50
namnoze ohroziti,3.50
pozemkové knize,3.50
číslo parcelní,3.50
situačním plánu,3.50
jeden politický,3.50
oba úkoly,3.50
státního rozpočtu,3.50
velkém rozsahu,3.50
odza ztížené,3.50
vlastni působnosti,3.50
objekty postavené,3.50
zeměměřičtí inženýři,3.50
jejím výsledkem,3.50
resoluce nedbala,3.50
dlouhá léta,3.50
inženýři požadovali,3.50
později prodloužena,3.50
vidíme jasně,3.50
zlině povolení,3.50
řadu let,3.50
jiných státech,3.50
plně zasluhovalo,3.50
úplně dbáno,3.50
stavbě přímo,3.49
stavby dálnice,3.49
trasa výhodná,3.47
celá trasa,3.47
moravská trasa,3.47
projektována trasa,3.47
česko-slovenské území,3.47
těchto místech,3.46
určitých místech,3.46
vzdálenějších místech,3.46
stavba dálnice,3.46
zdražily stavbu,3.45
plánování dálnic,3.45
svoji stavbu,3.45
dopravu nákladní,3.45
zřízeni vsds,3.44
svěřené vsds,3.44
ihned přikročilo,3.44
spojení zlín-žilina,3.44
tehdejšímu vsds,3.44
všechny složky,3.44
veškeré trasy,3.44
všechny alternativy,3.44
všechny námitky,3.44
přijal ihned,3.44
spojení dálkové,3.44
spojení větších,3.44
všechny výdaje,3.44
nás nedovolily,3.44
každá trať,3.44
nás dělaly,3.44
nás prováděnými,3.44
nás upotřebili,3.44
nás používáno,3.44
nás ponechává,3.44
dále vypláceny,3.43
odtud dále,3.43
dále souběžně,3.43
— dále,3.43
zpracováni zemin,3.43
nyní postupně,3.43
viz dále,3.43
pojednejme nyní,3.43
dokonalejší zpracováni,3.43
zpracováni dusáním,3.43
území čech,3.42
česko-slovenské dálnice,3.42
přípojky dálnice,3.42
dálnice mají,3.42
technicky výhodnější,3.42
urychleni práci,3.42
ostatní autobusovou,3.42
druhé straně,3.42
práci zadanou,3.42
postupu práci,3.42
jest otázka,3.42
stavbě dálnice,3.41
německou říši,3.40
týž den,3.40
určením doby,3.40
ředitelství pokyny,3.40
kapacitě provozu,3.40
ředitelství oznámena,3.40
ředitelství zamlouvala,3.40
generální ředitelství,3.40
lze očekávat,3.40
autonomního celku,3.40
lze očekávali,3.40
výletních míst,3.40
uvažované lince,3.40
stanice přestupní,3.40
přestupní stanice,3.40
doplnit stanice,3.40
bezpečnost provozu,3.40
nynější doby,3.40
německé říši,3.40
částečně zhutni,3.40
nových strojů,3.40
vložku lze,3.40
všech strojů,3.40
den vyrobili,3.40
ztrátou celku,3.40
stavbu dálnic,3.40
bývalý stát,3.40
tudíž třeba,3.39
vedeni jednoho,3.39
vedeni min,3.39
generál ing,3.38
rady ing,3.38
rada ing,3.38
radou ing,3.38
generálu ing,3.38
radu ing,3.38
inspektoru ing,3.38
jmenován ing,3.38
přidělen ing,3.38
podnikatel ing,3.38
počet mostů,3.38
obchodní dopravě,3.38
provádějí zkoušky,3.38
mosty nadälnici,3.38
nich jest,3.38
velké mosty,3.38
stavbě mostů,3.37
země čechy,3.36
nebude dálnice,3.36
stavbou dálnice,3.34
zároveň stanoveno,3.33
mostní technici,3.33
umožněno spojeni,3.33
provádějí podnikatelé,3.33
někteří podnikatelé,3.33
technický postup,3.33
silnici černovice—-bukurešť,3.33
politické jednotnosti,3.33
znojmo měřila,3.33
zástřizly- slov,3.33
musíme předpokládat,3.33
návedena téměř,3.33
obcemi troubsko,3.33
jiných částech,3.33
alternativních spojů,3.33
rámci úpravy,3.33
úplnost uvádím,3.33
styk geologa,3.33
dělají sondy,3.33
technických zpráv,3.33
dose jim,3.33
odbory činnosti,3.33
františek schumandl,3.33
tabulka 20—21,3.33
budoucnosti projekty,3.33
viadukty označujeme,3.33
brzy nato,3.33
střední evropě,3.33
hospodářsky významný,3.33
tabulka 22—24,3.33
dílu 11/2,3.33
skladiště olejů,3.33
musí miti,3.33
skladiště cestářského,3.33
sanitní místnost,3.33
služební byty,3.33
velkého meziříčí,3.33
umožňuji zastávkami,3.33
autobusy místními,3.33
příjezdné cestě,3.33
staly železnice,3.33
dokonalým zařízením,3.33
vozidlo cestmistra,3.33
účelnosti ruční,3.33
hospodárnější škrabáky,3.33
místo vyklopeni,3.33
různých staveništích,3.33
používali míchačky,3.33
srovnáni podkladu,3.33
díl 11/1,3.33
spíše nedostatek,3.33
těmto dělníkům,3.33
deštivém dni,3.33
zajištění nepřetržité,3.33
vyhotoviti geometrické,3.33
úpravy nemohly,3.33
spravedlivě rozdělena,3.33
budoucnu povedou,3.33
normálie byly,3.33
okresní silnice,3.32
nichž každá,3.32
ostatních dálnicích,3.31
našich dálnicích,3.31
říšských dálnicích,3.31
německých dálnicích,3.31
zatím nařídil,3.31
třeba postup,3.31
ježek škpt,3.30
vdilu8/l viadukt,3.30
umístěny většinou,3.30
stavbou mohlo,3.30
místní šetřeni,3.29
stavby viaduktů,3.29
trať iii,3.29
přik tomu,3.29
kteří dali,3.29
tomu přistoupily,3.29
určeni oceli,3.29
jakost oceli,3.29
tomu účelu,3.29
čemž úměrně,3.29
čemž číslováni,3.29
kteří požadovali,3.29
výstavba dálnic,3.28
mistni doprava,3.28
technicky byly,3.28
prona moravě,3.27
moravě stanoveny,3.27
praze slovenském,3.26
praze předloží,3.26
praze přestěhovalo,3.26
praze ii,3.26
projekt dálnice,3.26
úsecích dálnice,3.26
dálnice vůbec,3.26
nadjezdů dálnice,3.26
trati dálnice,3.26
česká dálnice,3.26
václava noska,3.25
okruhu budou,3.25
roce nepoužije,3.25
návrh gen,3.25
tudíž vyřešeno,3.25
slováky dohodnuto,3.25
městem prahou,3.25
umístěni parkovišť,3.25
praha- humpolec,3.25
celkové délce,3.25
údolí blaníce,3.25
délce 450m,3.25
místností správce,3.25
mimoto jest,3.25
úřadů atd,3.25
severní kraje,3.25
dovozu zboží,3.25
konstrukční ocel,3.25
svědomitost dělníků,3.25
jednak škrabáky,3.25
větší šířce,3.25
stejně účinné,3.25
jelikož stroje,3.25
291/1938 sb,3.25
doa zmodernisována,3.25
tvrdého kamene,3.25
jednak události,3.25
neboť viděli,3.25
státní silnice,3.24
vozovky mostu,3.23
stavby nadjezdů,3.23
jelikož vozovky,3.23
jež činily,3.23
jež svedou,3.23
jež vedla,3.23
jež šly,3.23
jež budujeme,3.23
jež běží,3.23
trasa dálnice,3.23
zvláště vosk,3.22
dopravy gen,3.21
dělat zkoušky,3.21
dopravě osob,3.21
stávající provoz,3.21
jelikož zkoušky,3.21
mohlo přispět,3.21
stavbu dálnice,3.21
tudiž možno,3.21
probíhala záp,3.20
jimiž máji,3.20
praha—jihlava zahájena,3.20
všech čerpadel,3.20
velkolepé dílo,3.20
dálnici přivede,3.19
dálnici vratislav—vidců,3.19
dálnici odebírají,3.19
dona dálnici,3.19
učinili dálnici,3.19
dálnici shrnouti,3.19
dálnici vznik,3.19
dálnici zprostředkovali,3.19
naší dálnici,3.19
dálnici napojil,3.19
mimo trať,3.19
slovenské hranice,3.18
nýbrž seznali,3.18
nýbrž ohraničeni,3.18
vedly dále,3.18
dále jest,3.18
zastávek autobusů,3.17
silnice měla,3.17
evropského prostoru,3.17
ministr gen,3.17
listopadu dostavili,3.17
potřeby gen,3.17
připojeni prahy,3.17
součásti prahy,3.17
obtížném terénu,3.17
dokončena zároveň,3.17
vypracováni projektu,3.17
průběh teploty,3.17
podnikáni slouží,3.17
autobusovou stanici,3.17
autobusové stanici,3.17
zástupci obci,3.17
všichni cestáři,3.17
druhy objektů,3.17
hlavně cement,3.17
závěru rozhodnutím,3.17
jimž vzdorovali,3.17
americe obvyklý,3.17
nelze zjistili,3.17
služební telefon,3.17
stavbu mostů,3.16
určité lince,3.15
částečně opět,3.15
ježto jde,3.14
hoze kterých,3.14
zatím cement,3.14
silnice mělo,3.14
části trati,3.14
německu vypočítali,3.13
těch místech,3.13
nejdříve započato,3.12
praha jihlava',3.12
praha —jihlava,3.12
ihned stanoveno,3.11
brajle jakož,3.10
měla vést,3.10
trati iii,3.10
část trati,3.10
každé firmy,3.10
předběžné práce,3.09
obdobné práce,3.09
stavbu zatím,3.09
nimiž dálnice,3.09
stane dálnice,3.09
zastávky autobusů,3.09
postup práci,3.08
buď odbočkou,3.08
stavbou započato,3.08
vozovka musí,3.08
jistě vedena,3.08
kromě technického,3.08
lil obr,3.08
¬ obr,3.08
posti- obr,3.08
r obr,3.08
spojení místní,3.07
polovině vozovky,3.07
km provádí,3.06
km připadne,3.06
brno dále,3.05
nejdříve práci,3.04
poslední době,3.03
zimu byly,3.03
mosty třeba,3.01
praze plk,3.01
šířku dálnice,3.01
státní silnici,3.00
čipera vládě,3.00
jiní odbornici,3.00
prováděni výzkumu,3.00
některých případech,3.00
stanovena zásada,3.00
celý rok,3.00
stezky upraveny,3.00
nabídkách počítáno,3.00
táborech umyvárny,3.00
příjmy nestačily,3.00
března t,3.00
nichž lze,2.97
trasa pozměněna,2.97
města prahy,2.97
viadukt výhodnější,2.97
případně mohlo,2.96
místní autobusy,2.96
dálnice mohla,2.96
vsds rozhodlo,2.94
zatím viadukt,2.94
dálnici atd,2.94
provedeno vyvlastnění,2.93
počátku nebude,2.93
kdyby firmy,2.93
vyvlastnění navržené,2.93
nyní zadány,2.93
košic dále,2.93
práce spojené,2.93
poloviční šířce,2.92
odpovědnosti těch,2.92
generálním ředitelství,2.90
jelikož stanice,2.90
jež mají,2.90
délka zastávky,2.89
trasa vede,2.87
dopravní úseky,2.87
dálnici připadlo,2.86
dříve gen,2.83
plánu dříve,2.83
jež měla,2.83
silnice nebyly,2.82
měla ovšem,2.80
moravě byly,2.80
proti tomu,2.79
slovenska hranice,2.78
javorníky měla,2.77
neboť původně,2.75
372/1938 sb,2.75
úprava staveniště,2.75
případně cestáře,2.75
neboť souvisí,2.75
jemuž připadá,2.75
stanoví stát,2.73
jež budou,2.73
druhu byly,2.73
zvláště cementu,2.72
zejména viaduktů,2.71
kromě nich,2.71
důsledku vydáni,2.70
lom ovšem,2.70
staveništi míchačka,2.70
dálnici započato,2.69
zlína dále,2.68
brně vrch,2.67
blízkosti prahy,2.67
nejistotě vzhledem,2.67
lužné rozdělena,2.67
úvahu zejména,2.66
škpt žen,2.64
dálnici dále,2.62
nás zejména,2.60
jihlava zástřizly,2.58
neboť dělnictvo,2.58
dálnici současně,2.53
důvodu uvedeného,2.45
čechách nebylo,2.29
německu obr,2.21
dálnic,1.95
naše,1.92
oblasti,1.90
poměrů,1.90
míst,1.90
ústavy,1.89
vedeni,1.89
severně,1.88
dopravu,1.88
silnic,1.88
země,1.86
zemi,1.86
též,1.86
okruh,1.85
stanic,1.85
přímo,1.83
materiál,1.83
služební,1.83
města,1.80
území,1.80
poměry,1.80
normálie,1.80
většinou,1.80
autobusů,1.80
zřizováni,1.80
rozděleni,1.80
pracující,1.80
ježek,1.80
vláda,1.80
trasy,1.78
stavební,1.78
doprava,1.78
dálnice,1.76
25 dálnice,1.76
ostatní,1.75
výstavbě,1.75
plk,1.75
severní,1.75
údolí,1.75
nařízení,1.75
návrhu,1.75
okruhu,1.75
vzdálenosti,1.75
vedena,1.75
velmi,1.75
úkol,1.75
dosud,1.75
návrh,1.75
prvé,1.75
okresní,1.75
náspu,1.75
urychlením,1.75
silničních,1.75
vozovka,1.75
cestující,1.75
straně,1.75
atd,1.75
autobusová,1.75
buď,1.75
vedly,1.75
účely,1.75
služby,1.75
stroje,1.75
tudíž,1.75
dosaženo,1.75
každá,1.75
technicky,1.75
důležitých,1.75
určité,1.75
jest,1.75
1939 jest,1.75
nejen,1.75
opět,1.75
leopold,1.75
vozovky,1.73
stavby,1.73
směru,1.73
mohlo,1.71
zkoušky,1.71
prof,1.71
dopravy,1.71
mostů,1.71
dopravě,1.71
provoz,1.71
dopravní,1.70
stavba,1.70
trať,1.69
trať 111,1.69
trať 1,1.69
obchodní,1.67
česko-slovenské,1.67
vlád,1.67
postup,1.67
ministr,1.67
kratší,1.67
prahu,1.67
velitelství,1.67
jehož,1.67
technici,1.67
sameš,1.67
prostoru,1.67
připadlo 2,1.67
nařídil,1.67
kříženi,1.67
vozidel,1.67
stanoveno,1.67
těch,1.67
mají,1.67
důvodů,1.67
druhé,1.67
poloviční,1.67
projektu,1.67
výhodnější,1.67
elaborát,1.67
díla,1.67
zároveň,1.67
pracemi,1.67
závěru,1.67
zkoumání,1.67
objektů,1.67
výsledky,1.67
provádějí,1.67
teploty,1.67
spojeni,1.67
technické,1.67
mostní,1.67
pamatováno,1.67
potřeb,1.67
případě,1.67
most,1.67
700 t,1.67
technický,1.67
zem,1.67
hlavně,1.67
potřeby,1.67
přípojky,1.67
aut,1.67
5 t,1.67
dohodě,1.67
podniky,1.67
17 linek,1.67
státní,1.67
menších,1.67
autobusovou,1.67
autobusové,1.67
dálnicich,1.67
umožněno,1.67
královic,1.67
sjezdů,1.67
počet,1.67
cestáři,1.67
vždy,1.67
zájmu,1.67
šetřeni,1.67
nejvíce,1.67
otázka,1.67
rovněž,1.67
nelze,1.67
tudiž,1.67
veškeré,1.67
finanční,1.67
podnikáni,1.67
některých,1.67
zimě,1.67
někteří,1.67
podnikatelé,1.67
prostředků,1.67
dochází,1.67
magistrály,1.67
slovenskou,1.67
16—19,1.67
stavbě,1.66
stavbě 77,1.66
zatím,1.64
třeba,1.64
části,1.64
čech,1.62
brno 27,1.62
brno,1.62
místní,1.62
nich,1.62
nejdříve,1.62
část,1.60
slovenska,1.60
iii,1.60
měla,1.60
délka,1.60
12/1,1.60
nebude,1.60
materiálu,1.60
firmy,1.60
vyvlastnění,1.60
práce,1.59
stavbou,1.58
mělo,1.57
silnice,1.57
nosek,1.57
nichž,1.57
nákladní,1.57
viaduktů,1.56
10 viaduktů,1.56
22 viaduktů,1.56
nutno,1.54
možno,1.54
době,1.53
byly,1.53
číslo 22,1.50
československu,1.50
povolení,1.50
přispět,1.50
skoro,1.50
hospodářských,1.50
husárek,1.50
gen,1.50
valiny,1.50
vést,1.50
železniční,1.50
veřejnost,1.50
souhlas,1.50
povede,1.50
levnější,1.50
provedena,1.50
úkoly,1.50
dokonale,1.50
později,1.50
působnosti,1.50
odděleni,1.50
min,1.50
stavebního,1.50
vrch,1.50
škpt,1.50
útvarů,1.50
odbornici,1.50
zjistili,1.50
povahu,1.50
12 česká,1.50
slouží,1.50
betonu,1.50
lhůtou,1.50
disposici,1.50
provozování,1.50
našim,1.50
inženýři,1.50
původně,1.50
jednoho,1.50
dokončena,1.50
4 let,1.50
rozpočtu,1.50
následující,1.50
úřadoven,1.50
upraveny,1.50
projekční,1.50
sikyta 43,1.50
požadavky,1.50
počítáno,1.50
1 ha,1.50
generálním,1.50
blaníce,1.50
slavkova,1.50
okraji,1.50
přešla,1.50
trati,1.50
proti,1.50
trati 11,1.50
obměna,1.50
českomoravské,1.50
čipera,1.50
hospodářského,1.50
úřadů,1.50
trati 1,1.50
pozměněna,1.50
jakmile,1.50
úsecích 13,1.50
