keyword,score
27x ústí,3.86
jz část,3.86
část horní,3.86
část rohu,3.86
vnitřní straně,3.85
list jazykem,3.83
stižný list,3.83
vojslavic následoval,3.83
labouné následoval,3.83
vídni list,3.83
ichtrycovi následoval,3.83
oboustrannou jinak,3.83
3x hřeb,3.83
necelý hřeb,3.83
profilovaných list,3.83
černošedá uhlíková,3.83
list 13-14-12,3.83
byly navršeny,3.80
rozpadlé opuky,3.80
obou stran,3.80
obou rozích,3.80
kanalizační potrubí,3.80
šedé jílovité,3.80
zrnky opuky,3.80
počátek kanalizace,3.80
obou sondách,3.80
hloubeni kanalizace,3.80
smrti vilémově,3.80
jich nebál,3.80
zaplaceny byly,3.80
smrti otcové,3.80
děje prahy,3.80
střelbu jich,3.80
smrti dochováni,3.80
byly drieny,3.80
smrti zůstal,3.80
nemohouce jich,3.80
obou panstvích,3.80
prahy pojede,3.80
prahy pracovali,3.80
byly trhy,3.80
jich pán,3.80
prahy voziti,3.80
opuky 240cm,3.80
našem případě,3.80
výstavbě kanalizace,3.80
čelních stěn,3.80
jednom případě,3.80
případě nutnosti,3.80
al/2 objekt,3.80
archeologickému výzkumu,3.79
rozšíření výzkumu,3.79
podmínky výzkumu,3.79
archeologickém výzkumu,3.79
fázi výzkumu,3.79
provádění výzkumu,3.79
výsledky výzkumu,3.79
deníku výzkumu,3.79
vedoucích výzkumu,3.79
následoval r,3.78
oboustrannou polevou,3.78
těl nádob,3.78
města zachovává,3.78
města hlídali,3.78
města hnala,3.78
města vpustili,3.78
města voláme,3.78
města puštěni,3.78
d -1,3.77
předpokládala d,3.77
starší d,3.77
mladší d,3.77
části stavby,3.77
části budovy,3.77
sv části,3.77
horní části,3.77
části věcí,3.77
střední části,3.77
dwě části,3.77
dochované části,3.77
spodku nádoby,3.77
jedné nádoby,3.77
hrncovité nádoby,3.77
zakurované nádoby,3.77
bělošedá jílovitá,3.76
černá jílovitá,3.76
světlešedá jílovitá,3.76
šedohnědá jílovitá,3.76
světlá jílovitá,3.76
žlutošedá jílovitá,3.76
vnitřní žlutavou,3.76
ix d,3.75
respektive třetině,3.75
profilu osmihranu,3.75
slínovcovému podloží,3.75
získaném profilu,3.75
později vyjmut,3.75
hloubení rýhy,3.75
projekt původní,3.75
nejnižší úrovně,3.75
úrovně -100,3.75
profilu p3,3.75
západního profilu,3.75
8a dtto,3.75
10a dtto,3.75
11a dtto,3.75
otevřené rýhy,3.75
profilu p2,3.75
profilu pl,3.75
královský hrad,3.75
době římské,3.75
výplň objektu-jámy,3.75
jan helich,3.75
nelze vyloučit,3.75
zákonné povinnosti,3.75
areál hrad,3.75
zvětralinové podloží,3.75
později předhradí,3.75
skalní podloží,3.75
obě zdivá,3.75
jehož průběh,3.75
staré město,3.75
začištění zdivá,3.75
původní polohy,3.75
průměru 14mm,3.75
původní kresba,3.75
výškové úrovně,3.75
álokterý hrad,3.75
labi ležící,3.75
tři erby,3.75
později zrušena,3.75
jindřich plavenský,3.75
větší nl,3.75
sebe pacholka,3.75
stolici římské,3.75
palackého dějiny,3.75
sebe převedl,3.75
sklíčen jindřich,3.75
jan labounský,3.75
jan semechovský,3.75
rukopis bibl,3.75
rukopis roudnický,3.75
tři oltáře,3.75
ottnrose hejtmanské,3.75
zapálil město,3.75
město právy,3.75
tři dni,3.75
shořely snad,3.75
jehož potomstvu,3.75
paběrky hejtmanské,3.75
nelze upřiti,3.75
pan jáchym,3.75
jichž držitelé,3.75
držitelé dvorců,3.75
labi stavovati,3.75
zvířecí kost,3.75
výplň žlábku,3.75
řece labi,3.75
vnější stěnu,3.75
prstovitými vrypy,3.75
vnější stěně,3.75
nehtovitými vrypy,3.75
čirého skla,3.75
kamenný předmět,3.75
kostěný předmět,3.75
tmavozeleného skla,3.75
modrého skla,3.75
rozlomený předmět,3.75
žlutavou polevou,3.75
jest deska,3.73
vnitrek jest,3.73
jisto jest,3.73
napsáno jest,3.73
„kterak jest,3.73
smířen jest,3.73
obávati jest,3.73
jest čas,3.73
veliký jest,3.73
část čelisti,3.73
ix snad,3.73
plocha b,3.73
plocha e,3.73
ojedinělými úlomky,3.73
úlomky kamene,3.73
zkoumaná plocha,3.73
komory pojištění,3.73
královské komory,3.73
komory rozkaz,3.73
stěny komory,3.73
úlomky cihly,3.73
zelenou plevou,3.72
světle zelenou,3.72
-129 cm,3.72
20x20 cm,3.72
-120 cm,3.72
dvou cm,3.72
-270 cm,3.72
okolo-230 cm,3.72
-290 cm,3.72
-150 cm,3.72
cca-280 cm,3.72
cca-240 cm,3.72
-280 cm,3.72
-200 cm,3.72
-350 cm,3.72
úrovni-350 cm,3.72
do-380 cm,3.72
-215 cm,3.72
-240 cm,3.72
kolem-400 cm,3.72
kolem-350 cm,3.72
-310 cm,3.72
-320 cm,3.72
-500 cm,3.72
-470 cm,3.72
-100 cm,3.72
-530 cm,3.72
-380 cm,3.72
-105 cm,3.72
-130 cm,3.72
doklad situace,3.71
ukládané patrně,3.71
26a hnědošedá,3.71
32b hnědošedá,3.71
archeologické situace,3.71
terénní situace,3.71
komplikovaná situace,3.71
stratigrafická situace,3.71
nejzávažnější situace,3.71
důležité situace,3.71
dvěma žlábky,3.71
tmavá hnědošedá,3.71
částí ucha,3.71
hnědošedá skvrnitá,3.71
stavebně-historické situace,3.71
svislými žlábky,3.71
horizontálními žlábky,3.71
hlubokými žlábky,3.71
obvodovými žlábky,3.71
patrně mořská,3.71
archeologická situace,3.71
pedologicko-geologická situace,3.71
ploše b,3.71
ploše e,3.71
vnitřní průsvitnou,3.71
uváděné ploše,3.71
zámku prostavěl,3.71
opravu zámku,3.71
zámku stoly,3.71
zámku stavěl,3.71
zámku poděbradském,3.71
čelo zámku,3.71
pn zámku,3.71
zámku náležely,3.71
areálu zámku,3.71
okolí zámku,3.71
potvrdil r,3.70
děkan poděbradský,3.70
průsvitnou polevou,3.70
vnější polevou,3.70
jdouc totiž,3.69
totiž kravami,3.69
totiž správní,3.69
totiž kolíně,3.69
totiž játra,3.69
archeologický výzkum,3.69
výzkum 34/95-čov,3.69
výzkum problematický,3.69
zjišťovací výzkum,3.69
šedá jílovitá,3.68
vnitřní zelenou,3.68
plocha c,3.67
zelenou polevou,3.67
částečně podhrabaný,3.67
podél něho,3.67
podařilo uchránit,3.67
částečně odkopaný,3.67
nakonec podařilo,3.67
rozpadlé malty,3.67
kamenitý zásyp,3.67
příměsí malty,3.67
původního projektu,3.67
schválení projektu,3.67
dále ovcím,3.67
též koňům,3.67
berounského zboží,3.67
čechách 1986-1987,3.67
čechách 1990/2,3.67
práce postoupily,3.67
vytěžen zásyp,3.67
hradě lichnici,3.67
předběžné lze,3.67
zemní práce,3.67
zjištěnou situací,3.67
vedena paralelně,3.67
hledištěm projednat,3.67
rovnooo lze,3.67
lze považovat,3.67
označení nálezu,3.67
částečně čitelné,3.67
radýlkovou výzdobou,3.67
dob pánů,3.67
tušili lze,3.67
knížecímu hospodářství,3.67
konci i2,3.67
královské hospodářství,3.67
držení přemyslové,3.67
něho šly,3.67
kraji vykonával,3.67
zvěř plašila,3.67
činiti nechtí,3.67
má činiti,3.67
benešem jednal,3.67
přítomnosti dluhy,3.67
frenclinova držení,3.67
vsi žitomíř,3.67
syny -,3.67
šraňky zavíraly,3.67
šraňky vskočil,3.67
jiřík jsa,3.67
nebyl pánem,3.67
menhart propuštěn,3.67
něho popuzoval,3.67
hradě poděbradském,3.67
duchovní vesnice,3.67
ni vycházejí,3.67
kolíně -,3.67
9x kachel,3.67
jestli vyplynula,3.67
dáno synu,3.67
mimo inventář,3.67
též vodárna,3.67
soudek jáhel,3.67
lesích poděbradských,3.67
žádal arciknížete,3.67
císaře přimluvil,3.67
zvěř danielská,3.67
orném mluvil,3.67
čím dále,3.67
ni přibrán,3.67
císař františek,3.67
druhý' rok,3.67
císaře františka,3.67
ním místopurkrabě,3.67
hospodářství patricí,3.67
synu svém,3.67
něčí druhý,3.67
něho zraněn,3.67
dobyl tesáku,3.67
tesáku krev,3.67
hospodářství shledati,3.67
hospodářství svém,3.67
hospodářství neslo,3.67
bydžovském kraji,3.67
korec jáhel,3.67
vsi koupivše,3.67
louky komošína,3.67
jednotlivé vesnice,3.67
3x kachel,3.67
příměsí hnědé,3.67
e podstavě,3.67
hnědobělavý zásyp,3.67
zakurovaného zboží,3.67
jednom konci,3.67
velikosti předmětů,3.67
hledištěm divadla,3.67
doplňující snímky,3.67
ploše c,3.65
východní zdi,3.64
středové zdi,3.64
souběžné zdi,3.64
obvodové zdi,3.64
vnější straně,3.64
plocha f,3.64
rohu místnosti,3.62
vnitřek místnosti,3.62
roh místnosti,3.62
aru praha,3.62
arú praha,3.62
zřízení místnosti,3.62
mnohé místnosti,3.62
ušlechtilé manství,3.62
manství dáti,3.62
taková manství,3.62
manství *,3.62
manství zapisovány,3.62
kontrolní blok,3.62
vnitřní žlutozelenou,3.62
šikmé zásypy,3.62
něho r,3.62
chtěl r,3.62
ploše f,3.62
žlutozelenou polevou,3.62
renesančního příkopu,3.60
zjištovací průkop,3.60
polovině plochy,3.60
nejspíše souvisejí,3.60
plochy prokázalo,3.60
nejspíše pozůstatek,3.60
plochy b,3.60
plochy e,3.60
bezpochyby rozmanitostí,3.60
starsí doby,3.60
ú /,3.60
těch vlastním,3.60
králi zůstati,3.60
králi podána,3.60
králi nezbývalo,3.60
bezpochyby přímluva,3.60
té doby,3.60
posouzení těch,3.60
jiného neodpovídal,3.60
zjišťovací průkop,3.60
nenic jiného,3.60
severním příkopu,3.60
poa malováním,3.60
archeologického ústavu,3.60
geologického ústavu,3.60
plochy a+b,3.60
krajináře zámek,3.59
zámek opustlý,3.59
zámek přestavěn,3.59
lovecký zámek,3.59
zámek přijití,3.59
zámek droby,3.59
zámek přinésti,3.59
zámek přivezli,3.59
zámek svážeti,3.59
světle hnědou,3.59
rezavě hnědou,3.59
ústí komory,3.58
severní polovině,3.58
severní zdí,3.58
červených cihel,3.58
severní polovina,3.58
rozpadlých cihel,3.58
krále spadly,3.58
krále stěžoval,3.58
krále odporučil,3.58
král zavázal,3.58
krále povolení,3.58
král zikmund,3.58
jakožto král,3.58
krále jiříka,3.58
král zemřel,3.58
krále okrádají,3.58
služebník krále,3.58
severní zeď,3.58
drobné uhlíky,3.57
jiří oženil,3.57
východní profil,3.56
jižní profil,3.56
zachycen profil,3.56
výrazně hnědá,3.56
hnědá poleva,3.56
hnědá bahnitá,3.56
bahnitá hnědá,3.56
hnědá drolivá,3.56
prostoru b,3.56
dno měl,3.56
prostoru přístavby,3.56
boček pojal,3.56
opatrný boček,3.56
starý boček,3.56
jakožto hejtman,3.56
měl svezeného,3.56
měl propadnouti,3.56
hejtman kolínský,3.56
pm poděbrady,3.55
potáhl poděbrady,3.55
spadly poděbrady,3.55
poděbrady elišce,3.55
cechách poděbrady,3.55
ves poděbrady,3.55
poděbrady zámcích,3.55
poděbrady staly,3.55
dluzích poděbrady,3.55
poděbrady svezli,3.55
poděbrady strhlo,3.55
podržel poděbrady,3.55
pms poděbrady,3.55
rytou šroubovicí,3.55
vnitřní hnědou,3.55
4x střep,3.55
5x střep,3.55
lx střep,3.55
2x střep,3.55
střep pravěký/obr,3.55
oku /obr,3.54
povrchu /obr,3.54
ixtělo /obr,3.54
vlnice /obr,3.54
naskla /obr,3.54
baretem /obr,3.54
purkrabě pražský,3.54
beneše purkrabě,3.54
jemu purkrabě,3.54
hnědou polevou,3.54
král r,3.53
úlomky opuky,3.53
jim křivdu,3.53
jim pohrozil,3.53
jim vimberk,3.53
vysadil jim,3.53
jim uložil,3.53
jim nedán,3.53
jim pokoutně,3.53
jim otevřeli,3.53
jim denně,3.53
ix střep,3.53
část materiálu,3.52
snad d,3.52
respektive části,3.52
zjištovací sondáž,3.50
posléze veden,3.50
čímž došlo,3.50
vrstvy 6a,3.50
žlábku odkryli,3.50
třeba zahrnout,3.50
příčka měla,3.50
veškeré zdivo,3.50
spojený čepem,3.50
detail jámy,3.50
připomínajícího tvarem,3.50
prostoru c,3.50
poslední chvíli,3.50
plocha d,3.50
jejíž charakter,3.50
styku severního,3.50
viditelná šířka,3.50
zvrstvení navážek,3.50
celé délce,3.50
třeba uvést,3.50
sondáž musela,3.50
předpisové dokumentace,3.50
jižní zdivo,3.50
cihlové zdivo,3.50
zcela odlišný,3.50
složce spisy,3.50
nálezová zpráva,3.50
dveří kaple,3.50
vertikální rez,3.50
méně hradiště,3.50
investor sdělil,3.50
uzavření smlouvy,3.50
zkoumaný val,3.50
dohodnuta spolupráce,3.50
názorně dokládají,3.50
kulturní využití,3.50
mohutné zdivo,3.50
obě vrstvy,3.50
přechod vs,3.50
stejné šířce,3.50
horní vrstvu,3.50
poznámka autorů,3.50
prostorách divadla,3.50
středověkých terénech,3.50
neopakovatelnosti nemůže,3.50
sedláčková p2eee,3.50
většina opisu,3.50
tabo iii,3.50
tabo iv,3.50
jejichž opisu,3.50
téměř aečitelná,3.50
vyskytuje slovo,3.50
jediné písmeno,3.50
možné považovat,3.50
něm strávil,3.50
prvního místa,3.50
věncích umístěné,3.50
staveni dlouhém,3.50
-548-554 postaveno,3.50
zřízeny světnice,3.50
rytířského vězení,3.50
okolí prvotné,3.50
arnošta sezemice,3.50
připomíná sezima,3.50
týž žil,3.50
syn vilém,3.50
dědicem učinil,3.50
tehda stál,3.50
čemuž rozumíme,3.50
tehda jezdívalo,3.50
mu nařídil,3.50
marné poháněli,3.50
šternberka „viktoryna,3.50
syn zemřel,3.50
něm dědil,3.50
českým národem,3.50
č iii,3.50
jejíž podrobnosti,3.50
táboří prý,3.50
velelibskou branou,3.50
jiní pravili,3.50
syn jiřík,3.50
odtud pán,3.50
časy oženil,3.50
stavění školy,3.50
strážnice pilně,3.50
oldřichem jednalo,3.50
otci nenaříkal,3.50
zdvihl válku,3.50
kteráž potají,3.50
vězení potřeboval,3.50
„pánové milí,3.50
odveden napřed,3.50
nespokojeným dal,3.50
slibuje kníže,3.50
nikdy neviděl,3.50
podébradech přestavěný,3.50
střelce sluší,3.50
tehda purkrabí,3.50
slezsku zavedl,3.50
ryby děliti,3.50
nimi nechtíce,3.50
smyslu úřadův,3.50
tudíž ačkoli,3.50
nešly dobře,3.50
konečné přidal,3.50
důchodů ',3.50
lib memor,3.50
sypké navážky,3.50
něm chudli,3.50
peněz pobral,3.50
slova utrhačná,3.50
ročně odváděl,3.50
pivovár vystavěl,3.50
kteréžto peníze,3.50
něm zůstalých,3.50
zápisu hleděli,3.50
výroční vysadil,3.50
lesích bývali,3.50
čelední světnici,3.50
sirotků přístavních,3.50
koně mdlé,3.50
1556—1561 arnošt,3.50
jaře nesebrala,3.50
ichtryc „správcem,3.50
prog zůstal,3.50
vostalis stavitel,3.50
charvát forštmistr,3.50
přítelem městu,3.50
povinnosti hejtmanské,3.50
obytecký poděbradským,3.50
čemž radnice,3.50
loo stěžoval,3.50
přišli mates,3.50
pekař zámecký,3.50
ferdinand iii,3.50
vybírání cla,3.50
hejtmanství následovali,3.50
věž vyzdvižena,3.50
druhé pobyl,3.50
sdélal plány,3.50
druhém prodáno,3.50
býval prvotně,3.50
antorfu služebníkem,3.50
brož pekelský,3.50
té cestě,3.50
mrlinským mostem,3.50
vínem ztratil,3.50
vínem nalezl,3.50
flaši ukradl,3.50
koněm obrátiti,3.50
nimi nazpátek,3.50
městu obrátili,3.50
pojede napřed,3.50
chce mordovati,3.50
ferdynand žádá,3.50
doložil potom,3.50
udělal -li,3.50
vstoupil brož,3.50
„však dlouho,3.50
mlynu praví,3.50
důchodní písař,3.50
rybničný písař,3.50
velínském tolikéž,3.50
něm stupník,3.50
jaro vysévalo,3.50
všelijaké zápisy,3.50
předměstím nymburským,3.50
vánocích přivézti,3.50
místa tržného,3.50
odváděli kuřata,3.50
kořeni důlek,3.50
hedvika sedláčková,3.50
tyčinkovitého předmětu,3.50
stopami řezání,3.50
= vr,3.50
svislým hřebenováním,3.50
dva hřeby/obr,3.50
deformovaný hřeb,3.50
řadou důlků,3.50
zalomení stěny,3.50
přilehlém střepu,3.50
sáčcích získané,3.50
zpráva č,3.50
archiv archeol,3.50
čirého hmoty,3.50
plecí pravěké,3.50
úrovně řezu,3.50
vývalková šroubovice,3.50
radýlkovým ornamentem,3.50
zkoumána plošně,3.50
minimálně jednou,3.50
geodeticko-archeologická dokumentace,3.50
má spolu,3.50
dokumentace geodeticko-archeologická,3.50
václava steklého,3.50
patrně d,3.49
ploše d,3.48
ix ovalený,3.48
avšak frenclin,3.48
avšak čacký,3.48
avšak poradiv,3.48
avšak nikoliv,3.48
avšak výdajů,3.48
renesanční příkop,3.47
hnědé jílovité,3.47
29/95-56 mince,3.47
* tomu,3.47
tomu rozumím,3.47
tomu nedává,3.47
tomu neodpíráš,3.47
odpírá tomu,3.47
střibmá mince,3.47
stříbrná mince,3.47
stříbrné mince,3.47
rytou výzdobou,3.47
vnitřní olivovou,3.46
zmíněným žlábkem,3.45
vodorovným žlábkem,3.45
obloukovitým žlábkem,3.45
okraj /obr,3.45
autor výzkumu,3.45
povýšena r,3.45
němž r,3.45
úředníky r,3.45
olivovou polevou,3.45
vladislav ii,3.44
záchranný výzkum,3.44
jednotlivé nálezy,3.44
vápnem nálezy,3.44
nespecifikováno nálezy,3.44
kamenité nálezy,3.44
neuveden nálezy,3.44
neuvedeno nálezy,3.44
nerozlišeno nálezy,3.44
hnědošedájílovitá nálezy,3.44
32a nálezy,3.44
hlinito-maltovité nálezy,3.44
5a nálezy,3.44
sběr nálezy,3.44
slínovcem nálezy,3.44
doba římská,3.43
jílovité zásypy,3.42
něho hrad,3.42
sebe rozdělili,3.42
vnější výzdobou,3.42
respektive materiálu,3.42
opíral zejména,3.40
opukových kamenů,3.40
propojení ploch,3.40
založena zhruba,3.40
1-2 axxvn,3.40
neboť nehledíc,3.40
neboť táhna,3.40
dubna stala,3.40
pekelského jeden,3.40
kout lidé,3.40
• lidé,3.40
jeden zuhelnatělý,3.40
místech středověké,3.40
raně středověké,3.40
situováno zhruba,3.40
částí /obr,3.40
zámecké nádvoří,3.39
zámeckého nádvoří,3.39
povrchem nádvoří,3.39
nádvoří počítal,3.39
rohu nádvoří,3.39
roh nádvoří,3.39
jv nádvoří,3.39
p královským,3.38
p litické,3.38
kostelíka p,3.38
majetek p,3.38
-440 cm,3.38
stalo krveprolití,3.38
3x podhrdlí,3.38
hřeb /obr,3.37
totiž vedena,3.36
část opisu,3.36
ix podhrdlí,3.36
zejména r,3.35
dubna r,3.35
byly poděbrady,3.35
doby římské,3.35
mimo 61a,3.33
upadl menhart,3.33
ním jednal,3.33
druhý rok,3.33
snímky předmětů,3.33
konečně patrné,3.33
severu prudce,3.33
svažujícím terénu,3.33
příměsí písku,3.33
vodorovných vrstvách,3.33
návštěvě stavby,3.33
znám jedná,3.33
vrcholný středověk,3.33
durdíka předpokládá,3.33
keramický materiál,3.33
západní straně,3.33
závěrem jednání,3.33
polovině rozlomená,3.33
stoleti pocházej,3.33
druhá nízká,3.33
dnitřní brána,3.33
čech zdržoval,3.33
hejtmana království,3.33
nich pověděli,3.33
papeži poslal,3.33
února napsán,3.33
mnohé kusy,3.33
stěhovati mohli,3.33
pušky sypati,3.33
nich zaháleli,3.33
arcii dz,3.33
všechno dříví,3.33
náa ptal,3.33
novému hejtmanu,3.33
kterak krčin,3.33
nich piva,3.33
potřeba žádná,3.33
podlé něhož,3.33
nich utratilo,3.33
korce hrachu,3.33
týden sešlo,3.33
začež krámy’ty,3.33
poděbradům poddáni,3.33
úlomek prejzu,3.33
-255 až-215,3.33
odsazením hrdla,3.33
vodorovnou rýhou,3.33
černohnědá hlinitopísčitá,3.33
horizontální rýhou,3.33
obvodovou rýhou,3.33
zbytky vodorovné,3.33
různých talířů,3.33
fragment skoby,3.33
drobné fragmenty,3.33
dle kterých,3.33
starých plánů,3.33
prostoru d,3.33
část mince,3.32
pan jiří,3.32
úlomky cihel,3.31
pan boček,3.31
roku posvěcen,3.30
bučovice roku,3.30
téhož roku,3.30
každého roku,3.30
poděbrady hrad,3.30
hrad poděbrady,3.30
byly potom,3.30
jílovité vrstvy,3.30
začišťování stěn,3.30
poděbradský zámek,3.29
zámek poděbradský,3.29
novověké zásypy,3.29
severní ploše,3.29
vrypy /obr,3.29
osmdesátých letech,3.29
zase vybavil,3.29
poněvadž vláda,3.29
zase adamovi,3.29
takových letech,3.29
lx podokrají,3.29
teprve r,3.28
sondě ii,3.28
avšak byly,3.28
krom střepů,3.27
okraje chodníku,3.27
kameninových střepů,3.27
uhlíková nálezy,3.27
57-60 části,3.27
těch dob,3.27
jsa bezpochyby,3.27
zásyp příkopu,3.27
zelenou /obr,3.26
střep patrně,3.26
část hřebu,3.26
částí hřebu,3.26
hrnce vně,3.26
ixpodhrdlí vně,3.26
hnce vně,3.26
6x vně,3.26
část nádvoří,3.25
hrudkovitý slínovec,3.25
ojedinělými kameny,3.25
zdiví přízemí,3.25
durdík t,3.25
jednu větší,3.25
29/95-15 čechy,3.25
poděbrad nazývá,3.25
praž mus,3.25
frenclin věc,3.25
malé statky,3.25
jednoho dne,3.25
kdež zemřel,3.25
fantin zapomenuv,3.25
staroměstskou radnici,3.25
poděbrad zastavil,3.25
kníže jindřich,3.25
beneš bukovský,3.25
ledna vyzdvižena,3.25
groši platívalo,3.25
režný povrch,3.25
výplň kůl,3.25
tomáš durdík,3.25
kus očka,3.25
kalendářních dnech,3.25
fotogrammetrie zdivá,3.25
především rozměrnost,3.25
ploše /obr,3.25
totiž hejtman,3.25
okraj nožky,3.25
purkrabě poděbradský,3.24
opuky nálezy,3.24
jat jest,3.23
stěna komory,3.23
severní zdi,3.23
zásypy příkopu,3.23
ústavu praha,3.23
okolo r,3.22
pravěkými střepy,3.22
úrovni patra,3.22
boček rozdělili,3.22
hejtman poděbradských,3.22
neurčitelné střepy,3.22
viz níže,3.22
keramické střepy,3.22
-360 cm,3.22
-390 cm,3.22
-480 cm,3.22
-30 cm,3.22
-80 cm,3.22
-260 cm,3.22
podstavě /obr,3.21
jílovitá nálezy,3.20
phdr •sommer,3.20
phdr t,3.20
rb literatura,3.20
dvůr babin,3.20
nežli prodal,3.20
groších českých,3.20
polabče povinni,3.20
/obr* 20/,3.20
© phdr,3.20
obvodová rýha,3.20
den pánví,3.20
podíleli phdr,3.20
jim bránil,3.19
totiž bud,3.19
bud totiž,3.19
loňském roce,3.18
roce stěžoval,3.18
něho vedli,3.17
velmi pravděpodobně,3.17
historických situací,3.17
částečně olámána,3.17
kteří seděli,3.17
zikmunda žádal,3.17
purkrabí kteří,3.17
nim přitrhli,3.17
odtud pánem,3.17
adam dluhy,3.17
velmi dobře,3.17
zemi upadl,3.17
praze opravena,3.17
písař chtěl,3.17
oni sousedé,3.17
někteří sousedé,3.17
zub nanoži,3.17
kolem stupnim,3.17
louky obecní,3.17
= 18a,3.17
král jiří,3.15
jeden větší,3.15
jeden snad,3.15
výkop zasypala,3.15
východní výkop,3.15
znovuodkrytý výkop,3.15
rozuměn výkop,3.15
poděbradech inv,3.15
poděbradech ležela,3.15
poděbradech býval,3.15
městě poděbradech,3.15
poděbrady zámek,3.14
pravěký střípek,3.14
okres nymburk,3.14
okrajů nádobkových,3.14
nyní paumerová,3.14
malováním /obr,3.14
jestli tomu,3.13
tomu bránil,3.13
dokončení kanalizace,3.13
těla nádoby,3.13
zlomky kostí,3.13
částí okraje,3.13
arch c,3.13
úlomky kamenů,3.13
jiří poděbrady,3.12
zbyněk sedláček,3.12
-50 cm,3.12
plochách c,3.11
století nezachytili,3.11
století postavené,3.11
reg královská,3.11
příloha 5-6,3.11
kanalizaci hluboko,3.11
budovanou kanalizaci,3.11
novou kanalizaci,3.11
malty nálezy,3.10
18a nálezy,3.10
nacházely plochy,3.10
renesančním příkopu,3.10
nádvoří zámku,3.10
3cm obr,3.09
přinášejí obr,3.09
szi/ obr,3.09
výstavě- obr,3.09
ud obr,3.09
jde nezajímá,3.09
pálených cihel,3.08
jehož základě,3.08
potom král,3.08
potvrdil obec,3.08
povinnosti poddaných,3.08
zdi nálezy,3.08
6x zl,3.07
2x zl,3.07
lx zl,3.07
=3x zl,3.07
vertikální řez,3.07
* ostatní,3.07
• ostatní,3.07
kým měl,3.06
hejtman spravoval,3.06
předměstí měl,3.06
ix zl,3.05
ii střepů,3.05
-400 cm,3.05
-300 cm,3.05
patrně halštatská,3.05
trnem /obr,3.04
hřeby /obr,3.04
hrotu /obr,3.04
purkrabě matěj,3.04
šel purkrabě,3.04
písaři purkrabě,3.04
jediná vrstva,3.04
dokládá vrstva,3.04
* vrstva,3.04
keramika stavební,3.03
keramika -17z,3.03
* keramika,3.03
ti keramika,3.03
obsahující m,3.03
4x1 m,3.03
49-191-34 m,3.03
44-192-14 m,3.03
64-19124 m,3.03
68-191-98 m,3.03
úrovni byly,3.02
vi tab,3.01
uhlíky nálezy,3.01
západní profil,3.01
snad vně,3.01
zřejmě souvisí,3.00
durdíkem zvláště,3.00
obvykle zatím,3.00
vnitřním příkopem,3.00
pravěké vrstvy,3.00
žádné vrstvy,3.00
vlastní břit,3.00
pravděpodobně dvoustranný,3.00
držitelé poděbrad,3.00
odtud zavezen,3.00
náhrobek spatřuje,3.00
pomoc dal,3.00
věž povýšena,3.00
přímo říkávalo,3.00
dal písař,3.00
milosti mluvil,3.00
noci potom,3.00
přece vyskytují,3.00
rytým ornamentem,3.00
= 2zl,3.00
viz plán,2.99
avšak vždy,2.98
avšak tehda,2.98
avšak někde,2.98
stalo nejspíše,2.98
římská /obr,2.97
kdyby snad,2.95
prostoru nádvoří,2.95
destrukcí nálezy,2.94
dřev nálezy,2.94
bělošedájílovitá nálezy,2.94
hlínou nálezy,2.94
25a nálezy,2.94
struskou nálezy,2.94
podhrdlí /obr,2.91
popis viz,2.91
jiného roku,2.90
poděbradech hrad,2.90
dna nádoby,2.89
novověké střepy,2.89
výpisky p,2.88
arch poděbradský,2.88
stalo městečko,2.88
uhlíková vrstva,2.87
ii zl,2.85
kopiář arch,2.85
císař gub,2.84
25a souvrství,2.83
opisu dochovalo,2.83
zástavě držel,2.83
vítek litice,2.83
opalizovaný fragment,2.83
podokrají /obr,2.83
komorových kachlů,2.82
střep okraje,2.82
sonda ii,2.80
pokličky /obr,2.79
xxvii /,2.77
avšak poněvadž,2.76
vně místy,2.76
hřebenováním vně,2.76
vně jednou,2.76
něco vysloužili,2.75
řekl písař,2.75
listopadu poděbrady,2.72
steklý praha,2.72
zlomky cihel,2.71
nejprve zřejmě,2.70
slepic povinni,2.70
/ obr,2.69
61a sonda,2.69
pam arch,2.68
' arch,2.68
laténská /obr,2.68
gub hist,2.67
lékárníka hellicha,2.67
králem stal,2.67
uvnitř žlutohnědá,2.65
poděbradech nevíme,2.65
cihlami nálezy,2.64
opukou nálezy,2.64
těla vně,2.62
století zdeněk,2.61
hnědá vrstva,2.60
amorfní zlomek,2.60
zlomky kachlů,2.58
ostatní pravěké,2.57
' ostatní,2.57
prostor nádvoří,2.54
vrstva destrukce,2.54
steklá x,2.53
destrukcí keramika,2.53
bělohnědájílovitá železo,2.53
popis nálezů,2.52
odkryta sonda,2.52
talíře vně,2.51
plán 1-2,2.50
některé zlomky,2.46
moravě kromě,2.44
praze dne,2.42
arch gub,2.36
62a sonda,2.35
pánve uvnitř,2.35
zlomek vně,2.35
plán arch,2.28
tělo,1.99
ix 1,1.98
objekt,1.96
vnitřní,1.96
521 r,1.95
r 1748,1.95
polevou,1.95
c 10,1.94
žlutohnědou,1.94
93 c,1.94
49 ai,1.94
157 ai,1.94
průkopu,1.92
šedá,1.92
nádob,1.92
1 okraj,1.91
f 22,1.91
viz,1.89
straně,1.89
panství,1.89
čelisti,1.88
ústí,1.86
kachle,1.86
část,1.86
těl,1.86
ucha,1.86
částí,1.86
